disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1544,3296,9262094.78,6458352.78,2803742,20783468.17,1704240.02,18952507.19,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1593757,9013cf1e569a6411f3c456df29f030a955748c10,2023-11-01T05:42:35.534Z,434ffd0c-0fd3-4309-b815-09728c4a123f
1545,229577,411815685.98,192014228.39,219801457.59,685254867.41,381357267.6,296162641.89,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,102446410,d434a08d2abb84f9c4ea2a5596cc8bbc0cb702ff,2023-11-01T05:42:35.534Z,f440b278-4c81-4def-a9ec-cd3729c708fd
1546,7790,21289503.58,12088046.88,9201456.7,18285916.76,2704333.28,15053049.44,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1839971,154936234b2cda5e3e709eb77079e9651768c523,2023-11-01T05:42:35.534Z,02c9cc76-6f1d-4ff0-ad32-675fa519c472
1547,,,,,12821500.42,4499165.39,8274409.55,2023-11-01T00:00:00.000Z,,630116,b61149891d9dea2b1debc46d4819186158bf6238,2023-11-01T04:03:22.859Z,155fa4c7-8473-41b7-afba-a47efe743150
5449,,,,,,,,,,45000,d9e5c4a8e4c47941cf1aab5ffce62253ecf8e725,2023-10-11T05:03:32.427Z,c0200588-2710-4b63-81db-c81376fffe48
1548,3043,4252022.77,2779944.79,1472077.98,9018988.63,8786344.26,331743.56,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,262694,c645d0310890838358c74ab414aca837cdf191a5,2023-11-01T05:42:35.534Z,2a9f5538-6015-45bd-8720-66d7b11a6556
4737,,,,,,,,,,0,ae66a3148cef555339c8ac9493ece2b95c52b330,2023-09-08T18:59:42.838Z,2eaa113f-665a-4a61-8340-625d0f394081
1549,89231,190193142.59,113359261.47,76833881.12,222148642.93,132796558.92,88114546.87,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,37574846,730993a7a19660057fe5ad06afdbd94277391dfa,2023-11-01T05:42:35.534Z,f94aa94b-d3ae-4969-92ba-2e29cf2bd25c
1550,4531,8514432.84,6200742.72,2313690.12,14444569.46,10517748.67,4216944.26,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1565093,2b06bc5893091ac41752c9edb8bd46ec278c5c93,2023-11-01T05:42:35.534Z,f380c572-503a-4c61-b73b-1ccaad4fc8b5
5384,,,,,,,,,,693241.23,2ea8d2742851adca302b33da72635830724a6ad0,2023-04-17T19:04:01.866Z,eba71867-b7f8-4960-b4c8-2ab9d2dd43b8
1551,79390,164517307.53,77889008.09,86628299.44,694779708.94,343273737.11,345029136.25,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,80168489.91,92354a202d775e343b7843331d652e5e10191923,2023-11-01T05:42:35.534Z,f74251b9-62e1-4bc9-9f0e-d08a0d8a6196
1552,159978,416500859.48,118993520.93,297507338.55,41301481.72,24776802.29,15039652.6,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,7475103,5f16b8f9c3d39b4557b195c9bfd60cc6cfb3a6c2,2023-11-01T05:42:35.534Z,f855a51b-8072-43ea-b5a1-5ae01b06cb1b
1553,4010,13371728.21,10026877.07,3344851.14,32660678.88,7583634.5,24320631.83,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,924963,854373fedbc4650f9d52decfdf0a6ee1711bcc07,2023-11-01T05:42:35.534Z,88518c57-044c-4953-9fc1-36838a7e06fd
1554,1305,4243819.01,2991644.47,1252174.54,11948606.45,3334803.34,8317605.56,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,892147,62bee56dfe6e39accdb9cf2010cf3280fccbcda1,2023-11-01T05:42:35.534Z,b79e7745-b84c-4a96-b2ea-f08198d140a4
1555,953,3439214.02,2499993.13,939220.89,,,,,2023-11-01T00:00:00.000Z,154339,51102c0ade67da7c1ec1542f4d81201b3a2e9142,2023-11-01T05:42:35.534Z,6b6059c7-9380-46b4-a420-b281394d1118
1556,6124,23662227.18,13809310.51,9852916.67,25804256.17,4029934.14,21814740.52,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,2541082,e3ad814c49cc75be26c0a20ec59cdc2490427665,2023-11-01T05:42:35.534Z,0c544b2f-c2cb-42c0-b69c-fb6747b709ea
1557,25102,86766316.64,58004959.82,28761356.82,85266594.98,11140881.68,74104765.3,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,9768599,09c555f70d6bdd65ccd3d574aff8403dfbe8fc74,2023-11-01T05:42:35.534Z,c181b164-f418-45d6-b43d-07e2178d9acd
1559,,,,,2348737.81,12556.72,2344966.96,2023-11-01T00:00:00.000Z,,154535,1e5e7c241bb4231c0959e2e7ba64cd1f09d2dae9,2023-11-01T04:03:22.859Z,d1b24750-eb11-476f-9ebf-496b03c95e60
1560,,,,,15368109.08,4014469.39,11113158.18,2023-11-01T00:00:00.000Z,,1135905,9e43b501056d8215a8296e46501029540650b3a8,2023-11-01T04:03:22.859Z,a127d236-6809-453a-840c-593ebb1531b4
1558,4835,19308118.5,11920902.36,7387216.14,16023728.24,5990835.26,10181058.1,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,2245014,01e9a46a0bc71c92f99cb1e2e527821dd35e8245,2023-11-01T05:42:35.534Z,a235f23f-92d6-40a4-930b-6931fc0292b8
1562,,,,,1681016.32,44273.78,1609629.69,2023-11-01T00:00:00.000Z,,101251,ee75ec312c2902fdcdec10ef29c323ed97854ac7,2023-11-01T04:03:22.859Z,952268a5-151a-452b-8896-a1ee8db39eb8
1561,180826,398620293.65,199814423.84,198805869.81,520033714.9,382120268.87,134052326.49,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,84000410.17,1936a890cb8401d5fdc7523e5bbc65b78a939671,2023-11-01T05:42:35.534Z,4b75322e-5873-49e4-a30e-be13cb838002
1563,457,1785198.18,1401112.39,384085.79,4272883.41,1016901.74,3064206.4,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,406711,0735ddfcfd8cc512ff42326e277a72ddb62be669,2023-11-01T05:42:35.534Z,848b882c-4ca2-41eb-8031-d47eb92cfb77
1564,2198,2883537.86,1738636.54,1144901.32,14073648.07,852726.57,11332070.41,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,825556,ae1da36431766ce79c386fe5fbfa2bfe19963116,2023-11-01T05:42:35.534Z,185b8195-7597-47e7-a042-0622d7bbf61f
1567,,,,,1685028.81,29074.57,1074752.35,2023-11-01T00:00:00.000Z,,113870,e56f900f6ac3ac37de58127b7d9d92898d7ac094,2023-11-01T04:03:22.859Z,dd0872ee-7e27-40fd-b046-2694d448e73e
1568,,,,,6016293.51,536676.41,5449185.45,2023-11-01T00:00:00.000Z,,226946,2990d7f7ea160768fab37ae60297155813c180d6,2023-11-01T04:03:22.859Z,18539628-bfb1-43b6-aec4-f4b23129cdf7
1565,536,1612140.93,1228390.3,383750.63,11575109.97,746267.96,9612411.85,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,700048,ea889828612303e74a553442ebd1e8f8093c411f,2023-11-01T05:42:35.534Z,01e62384-1eca-4158-beff-c39be3bc59b0
1571,,,,,12384097.04,177158.31,11905516.68,2023-11-01T00:00:00.000Z,,464357,ed62d47f8167e5369d34491e4acf6505eb276e46,2023-11-01T04:03:22.859Z,09568de4-4b56-4c20-a21f-be5b5e38bde7
1572,,,,,834072.23,247469.71,574363.07,2023-11-01T00:00:00.000Z,,8602,663604e18d10af8e7b0fd21e797a402af53d74da,2023-11-01T04:03:22.859Z,edcd771e-acca-45c6-a64d-42c1f4e13dd4
1566,4399,7240598.76,5778026.85,1462571.91,,,,,2023-11-01T00:00:00.000Z,213494,2404c0d543f2a01faab1726f9ce44d91dfecfcdf,2023-11-01T05:42:35.534Z,689484f5-2e08-4f33-835c-e0ddec9ddce0
1574,,,,,8779277.11,815513.48,8043081.7,2023-11-01T00:00:00.000Z,,797224,81bf472b611e874d47a724de89e3047273eccaf8,2023-11-01T04:03:22.859Z,b9673aa6-e68f-422f-a253-8043fe73ddcf
1575,,,,,18589306.34,9095619.04,8842387.44,2023-11-01T00:00:00.000Z,,222817,7715a1854622dd0d87655457c15f5a8abf44029b,2023-11-01T04:03:22.859Z,46dde238-b61f-47d0-a9d0-c763d517ba34
1576,,,,,6686129.28,1579311.48,5152382.17,2023-11-01T00:00:00.000Z,,527138,f9b85ede8c64ceece5c4943aec615d157a343fca,2023-11-01T04:03:22.859Z,e4f3a9e1-96c7-4570-9b70-437dbb44c125
1569,1363,4210930.22,3076879.4,1134050.82,4045561.21,505296.22,3448743.72,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,614553,436889e75d2fd2a09e217f9ca2a2ca4f800cc84f,2023-11-01T05:42:35.534Z,ab80d3d7-a24d-4e87-b75a-66ea26371e2b
1578,,,,,2742185.07,1009567.52,1657841.26,2023-11-01T00:00:00.000Z,,144298,5b7e6a5ff76c49c49ee608dedc5865612352c43f,2023-11-01T04:03:22.859Z,d58b0758-ad55-4c95-ad23-9f14795b527a
1579,,,,,82381461.35,12537232.14,69295516.64,2023-11-01T00:00:00.000Z,,2183102,a844f8177e9e39fa6556b2a483b96cd672ff1c6e,2023-11-01T04:03:22.859Z,87c11da6-29ae-4c0a-a084-67a38c3b754e
1570,661,2275380.47,1479351.47,796029,,,,,2023-11-01T00:00:00.000Z,165776,e0e1897e568aafcdd3bbf0f614625d9acf5cad13,2023-11-01T05:42:35.534Z,d9244425-2461-4e3d-9988-ac49ffcee2c6
1573,9713,12352135.45,5247474.19,7104661.26,18239754.03,9750089.85,8557703.26,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,2364984,5eae34fd0ba767ae870089525f1a47eb6e1db4c9,2023-11-01T05:42:35.534Z,2f433a0b-5a46-403a-9e9a-0be9dc87839d
1581,,,,,6186990.8,1331484.49,4610216.96,2023-11-01T00:00:00.000Z,,112353,58f3c33572dd8a3e35fbc78034ea93a117334a53,2023-11-01T04:03:22.859Z,5d066f3f-bcf9-441d-9ea5-4f0b1b35db54
1577,10913,21484255.07,15066521.04,6417734.03,197423205.14,50225047.74,142460397.8,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,16609685,02d31e9b21e19d6397f3802bff8872aa5bf472b4,2023-11-01T05:42:35.534Z,235961f7-b2ff-4789-bb5b-850abe97f61a
1583,,,,,3950493.46,797674.23,3149041.55,2023-11-01T00:00:00.000Z,,410149,6b3a28bf432b65d4b852d7358ce395400074e0b6,2023-11-01T04:03:22.859Z,202ba7c6-e877-49d9-a144-672220304dfd
1584,,,,,2459682.68,309943.27,2011425.97,2023-11-01T00:00:00.000Z,,435749,2593812a3a516392544ba8e11df3ea08abbd1c77,2023-11-01T04:03:22.859Z,4fd86025-11e7-4bc6-9ffd-717d3402439c
1585,,,,,77765373.82,21740284.62,53645033.32,2023-11-01T00:00:00.000Z,,3238180,a93719ac80d0cab7601e3c1694388e2b490e2857,2023-11-01T04:03:22.859Z,44ec01aa-2a5b-4603-b2a2-a621c13638fc
1586,,,,,9963311.57,556544.92,9255175.35,2023-11-01T00:00:00.000Z,,91326,960edc9cab3e0344be5f52e94cae74e1c29779dc,2023-11-01T04:03:22.859Z,bee9d17b-743b-4679-8d0d-c7edb91e7268
1580,8205,10017388.91,4306096.86,5711292.05,97938844.86,15498901.21,82705823.9,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,5694936,5b2ad1bd2ed63206e8d9eff072ebd5d32640c851,2023-11-01T05:42:35.534Z,0ef16327-ccb7-4cba-91e0-d6eaec66a2c6
1582,358,2507569.84,1151270.77,1356299.07,5665226.65,673982.56,4624684.39,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,462000,8c6dbf4de771fee357a1704cb7c1998d0a28e745,2023-11-01T05:42:35.534Z,a705b62a-ea4a-4876-87e2-be6f2934910f
1590,,,,,1688473.78,79841.55,1608632.23,2023-11-01T00:00:00.000Z,,0,d889b5aab7bc49c64fafbfb38a89ad2cd9d3224c,2023-11-01T04:03:22.859Z,23336e8e-4e87-4c22-aee8-7996418e7472
1591,,,,,6969403.65,175399.76,6837654.19,2023-11-01T00:00:00.000Z,,456544,bf40c2e7e35a46bd1b4805eb38d654f62457f74c,2023-11-01T04:03:22.859Z,0093ebc7-99ac-46c4-bdd5-59641ad38b8c
1592,,,,,1906286.59,202473.88,1466606.24,2023-11-01T00:00:00.000Z,,82281,7c521a81109735849b76f4fefb19867714228348,2023-11-01T04:03:22.859Z,f2782aba-ff15-466d-a992-b187dbe800e4
1587,1496,3869721.15,3227036.68,642684.47,18759804.26,1593857.45,17152485.33,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1651431,26d40251580461ca40fbc213a7d4b94ac128b14d,2023-11-01T05:42:35.534Z,1201775a-0e93-46e5-8086-6bd8cfad41ec
1594,,,,,1707563.39,1735639.02,,2023-11-01T00:00:00.000Z,,181466,8fb37149db94dd663a00719eb21a8376e0a09d1f,2023-11-01T04:03:22.859Z,33858e0c-3b16-41a8-897b-bc7e137d6675
1588,1011,2514186.68,1782783.76,731402.92,,,,,2023-11-01T00:00:00.000Z,125025,433be6f74c9789d99091c2e5788035078d00d7b3,2023-11-01T05:42:35.534Z,ad1d555a-aa7b-4a98-b551-46ec092ec62d
1589,2055,8072710.16,5099512.15,2973198.01,52010898.76,5303268.02,40896837.59,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1930842,640602ac260e0e698ae72cfa81e2687b5de199b4,2023-11-01T05:42:35.534Z,4bfccc60-17a6-4752-9a4f-e886c56f22aa
1596,,,,,677994.86,78147.32,592788.77,2023-11-01T00:00:00.000Z,,4671,42bef7f85d7fb3a131784d87cf76c85266302599,2023-11-01T04:03:22.859Z,b68f1533-a276-4e69-b25c-bf7178975b15
1593,4468,4457183.03,2100996.87,2356186.16,20455676.21,13845092.58,6485304.38,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,992916,9ed9a228a1615ad24a8321a1bdb3d177368011ff,2023-11-01T05:42:35.534Z,0966e882-69a7-47dc-891e-620e03228c23
1597,,,,,14394156.16,1144069.7,12525277.39,2023-11-01T00:00:00.000Z,,1091759,10ea4e17dfd166780e5bdf4176d2e48e25a949f4,2023-11-01T04:03:22.859Z,c4b61cc2-87a9-48c4-aa6a-0d0e96d622ca
1598,,,,,1993482.38,1025949.18,950776.43,2023-11-01T00:00:00.000Z,,0,2adbaaae79dc217d69ffc9836fa9e1160c607e94,2023-11-01T04:03:22.859Z,9f7654f8-e688-4a89-9c2e-8a8293e4b2f6
1600,,,,,3444836.86,444730.93,2949222.67,2023-11-01T00:00:00.000Z,,178200,5e67a197807ddf7f0f53f36d561df509cb1b70fe,2023-11-01T04:03:22.859Z,d4d834a0-61e9-4804-a02d-b3d9b6a706f3
1601,,,,,2865304.42,2825868.68,81304.2,2023-11-01T00:00:00.000Z,,200225,1d15507d92c53d6e569001436e0f4114ba7a90ef,2023-11-01T04:03:22.859Z,7c9d156c-8384-431e-a918-f7e091cc7ec4
1602,,,,,188845255.19,145967693.92,35731389.86,2023-11-01T00:00:00.000Z,,10236074,fc236f86bee0dadd2300acfde5ad1723738a49b5,2023-11-01T04:03:22.859Z,fa7d6ca1-3356-4e2a-a5e2-2b79c2efa853
1595,21150,21564056.01,6644116.97,14919939.04,197902127.28,118790208.11,74215141,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,11497847,99cab79781f5a126e5b3c87f9417438c19917340,2023-11-01T05:42:35.534Z,ddb3b51e-8a51-4463-9f23-7fed343a5bad
1599,77,474304.46,284815.63,189488.83,,,,,2023-11-01T00:00:00.000Z,17773,a2a7c38c902d1f95b243e5199029eeabd79291ea,2023-11-01T05:42:35.534Z,548d0f48-dd6b-4e51-9b6d-a5aa0b458b07
1603,737609,5247169458.98,3745182194.99,1501987263.99,13686665842.98,3100597321.09,10097747852.71,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1671835349.73,4c389e4a01ee760ca247703c0fb6d5a3eec013f2,2023-11-01T05:42:35.534Z,a2eb0f46-0c14-452b-a5cc-6b12a495d8e1
1604,274488,1293717474.49,875826174.58,417891299.91,3218622939.83,1167843295.7,1821893613.35,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,333396230.91,1eadd5335a2b9f49262aa81617e39c025a5731ae,2023-11-01T05:42:35.534Z,45b9dfce-eec8-4651-a828-c5be71ddf382
1605,55830,128278244.61,90412186.66,37866057.95,118841849.02,51144382.5,64892845.78,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,59190787.04,3d00e214923be46d577fb11e1b114ffa20afcbba,2023-11-01T05:42:35.534Z,45aceff9-c3f0-4582-9e5e-3643e7a264d8
1608,,,,,16887658.78,2576090.16,13835477.53,2023-11-01T00:00:00.000Z,,341998,06c9fe45e86862171fd03f61104515f5fda8097c,2023-11-01T04:03:22.859Z,35c26fed-9bf9-4957-a10f-7fbdd33d19c3
1606,252022,618379758.99,523188508.49,95191250.5,369044717.3,228259770.65,137759808.06,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,90546358,fa571e58cb228d1600ecacbb0414daf23f0e73a7,2023-11-01T05:42:35.534Z,c5036f6b-8d1e-49e8-bf47-14e1cfea3d70
1607,177538,523284650.26,417487431.21,105797219.05,680985059.01,263313203,356697374.26,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,134379847.39,dec7601f55c03379c344506f716f03a9025df6fd,2023-11-01T05:42:35.534Z,a7bc877b-4379-4dcf-a8d4-8799bf002a0c
1611,,,,,1046674.03,464017.15,528666.83,2023-11-01T00:00:00.000Z,,68814,1331e41fa84d71ccb0c944eb4d25ea37725a621c,2023-11-01T04:03:22.859Z,fd7a87ca-0d71-4432-8ff8-d5b151ecb2b9
1609,227320,342239388.43,150773551.02,191465837.41,1489360088.79,984916207.05,470712014.23,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,146249079.21,d039349c747d643b3e2e02e123e7a0e0488d8889,2023-11-01T05:42:35.534Z,905e1c4d-47cf-40a7-b9f1-a22f0d989e9c
1613,,,,,11822936.68,3246580.74,8117140.1,2023-11-01T00:00:00.000Z,,622180,16c08ab816e6d33796ad75e52204c456423b1425,2023-11-01T04:03:22.859Z,10e3f877-ad44-484b-aeec-e6f73b0d5da7
1610,379,1102655.35,899448.72,203206.63,12314320.29,2980911.52,9342296.65,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,958210,d88e3e80e48201891aca9b0e3a515ba205646112,2023-11-01T05:42:35.534Z,b7d71b20-1dd6-45a1-b23b-0aefc283c78e
1615,,,,,8128420.53,553279.69,7427977.19,2023-11-01T00:00:00.000Z,,0,e2af3873158a52e33d6a39e6894e7e91f7c4210d,2023-11-01T04:03:22.859Z,82e44ea4-de0e-4758-9ab6-9e1d9419f386
1612,244,885607.65,305110.65,580497,2507109.03,2255135.7,253661.66,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,233931,b21e2fad1abe48c62aff9591f60618df34e91daf,2023-11-01T05:42:35.534Z,65e61bd4-badc-471e-94bb-e61098f37232
1616,,,,,1990803.15,732682.59,1200401.24,2023-11-01T00:00:00.000Z,,111586,bc4f365f93cd4451f44ca3fb485b15ab9892074d,2023-11-01T04:03:22.859Z,2283990e-c0c1-4288-9882-507fcde67be2
1618,,,,,1415493.42,144537.96,1179241.37,2023-11-01T00:00:00.000Z,,155550,c1c60531a4aeedd8269067e61a116595c7010761,2023-11-01T04:03:22.859Z,ca90b148-24a0-4bd1-a832-32518b0ac3e9
1619,,,,,3698478.5,840787.72,2905365.21,2023-11-01T00:00:00.000Z,,127399,db94a44b4caf7296196c2d143fa0ebb29561d041,2023-11-01T04:03:22.859Z,945026f2-e829-4f5c-ba0a-d4e8d23cac98
1620,,,,,24647039.99,1951932.35,22639395.87,2023-11-01T00:00:00.000Z,,1607048,fb6cbae6641c02e1a1ab720d1e58dc3486682a84,2023-11-01T04:03:22.859Z,8e26ac67-a9d4-47c9-8205-a6c123cc2f43
1621,,,,,1982624.05,219740.22,1763057.61,2023-11-01T00:00:00.000Z,,104508,5a23cff7eec9dc0f6cfa94d177c8fffbbbf216e0,2023-11-01T04:03:22.859Z,979f51e4-96b3-4007-bc00-38c821f4f9e7
1614,1526,3640862.23,3069838.57,571023.66,7207478.21,978222.93,6165917.58,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,556944,390d953caf3117f2b98a8efaa245b7d113f30d35,2023-11-01T05:42:35.534Z,0d777ed0-31a2-4317-8bf0-45df2dab3f1b
1622,,,,,8177519.39,942474.29,7224640.32,2023-11-01T00:00:00.000Z,,643609,ce8cf2c9c7a1e3cce6a0eb6b6dc63f1240bc3336,2023-11-01T04:03:22.859Z,3a253159-43ac-47ad-951d-ad0b7f550283
1617,109,459715.15,229744.12,229971.03,,,,,2023-11-01T00:00:00.000Z,46967,fd292f0916d8081b6fd9ed23a9c65ed1254a5867,2023-11-01T05:42:35.534Z,ddf45a95-b7aa-4bb7-8f19-8cf5757ac0de
1623,196,2170143.29,1248362.22,921781.07,9864252.61,9376912.47,267274.61,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1519690,b158152ac5b5d6d6a57465e2e886d5f890c47ba0,2023-11-01T05:42:35.534Z,f10d4b79-ae82-4d93-9057-d8c7ec4d2de4
1625,,,,,11286153.18,8641038.55,2584295.94,2023-11-01T00:00:00.000Z,,632542,0e0f51b5bf72179163482f7da8bbf3c8235ee46a,2023-11-01T04:03:22.859Z,7246040b-ce5c-4270-af44-252c5a0665cc
1626,,,,,38376189.28,212317.97,38102662.32,2023-11-01T00:00:00.000Z,,571436,fb7b9461f04cf3cb8a21f6b096dc6789b1064e29,2023-11-01T04:03:22.859Z,48b7c586-86f3-475c-95f8-348262bd0a26
1627,,,,,5444137.27,87046.64,5357090.63,2023-11-01T00:00:00.000Z,,376173,9972d5025f719663e7a84cd2cc88f09b44a786fe,2023-11-01T04:03:22.859Z,03a56524-a4da-49ed-94aa-2c0fdf10b7ab
1624,164,1657653.02,805363.38,852289.64,34095882.43,33808928.54,385466.97,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1681560,5f21d25196cd3dd6505b74842d5bcdfaf33f6a12,2023-11-01T05:42:35.534Z,f18159dd-4a9f-4ec5-82d7-1f771d48ec42
1629,,,,,7817752.5,2747131.51,5063363.18,2023-11-01T00:00:00.000Z,,640210,877546186a6cc94ed1ff1200da54297fa0b72a6b,2023-11-01T04:03:22.859Z,c91eae09-c72f-423a-a7ec-6f0438e595b7
1630,,,,,1106062.86,74669.15,982516.64,2023-11-01T00:00:00.000Z,,138344,9bef4bf5675bc0ecd9e239577e40bc019aa3d742,2023-11-01T04:03:22.859Z,6fd70741-d36c-4db6-ad3b-46a5e38d499d
1628,2158,7031442.71,5331007.59,1700435.12,154939297.05,28269857.08,118563720.66,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,5236367.56,f4bad330eca3898bae8b9ca834dda08883596ec0,2023-11-01T05:42:35.534Z,91047f8c-306a-4b07-8971-04c270ceb84d
1632,,,,,7631752.69,1327531.7,6349460.48,2023-11-01T00:00:00.000Z,,1197009,8b89010117b21080970ead29a7974a0e9fbddf77,2023-11-01T04:03:22.859Z,e6144956-26a6-4e1b-94fa-d346276da639
1631,441,1587654.75,964476.46,623178.29,5542439.5,736968.2,4785166.54,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,970594,10b5831171a738a58a322cf84d097e64d6927915,2023-11-01T05:42:35.534Z,66e789b1-489b-45b7-ae20-b885623f39a3
1633,515,1067253.81,632984.92,434268.89,10198573.49,2500610.61,8553586.84,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,751110,bb84dc1879b5b39e859011d0079c1967f9838e2e,2023-11-01T05:42:35.534Z,414ec530-587d-4043-8e29-88dfd7289330
1634,399,1597672.53,818504.04,779168.49,12467781.38,4130088.81,8267858.06,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,716476,13e28d4acb65551ecdfbd5930305b17ffab13eca,2023-11-01T05:42:35.534Z,cc1d8b23-47e6-49be-9533-abb0b93b1047
1635,756,2611696.48,1480688.19,1131008.29,16319372.8,5473768.33,10809863.84,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,3075208,fec7833358075a16a5ed9395b0ef762fb51473b3,2023-11-01T05:42:35.534Z,51fe08eb-56fd-4310-b3d4-07dc5138d5a8
1638,,,,,4911052.76,390469.01,4427814.47,2023-11-01T00:00:00.000Z,,238076,199d6c67da71dd6b8a1c1f110e213871780d420c,2023-11-01T04:03:22.859Z,f6003550-1b37-41b3-9b9a-ebab3f7e7a01
1636,346,1230390.88,755400.93,474989.95,2286579.47,1024215.71,1181259.24,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,568677,ebbb73eff8fbad9dcfb13b20fe0a2968a167cbb7,2023-11-01T05:42:35.534Z,6ae55608-04fd-440c-a11b-0a9e27771ff1
1641,,,,,6585337.32,1020157.17,5058677.43,2023-11-01T00:00:00.000Z,,657887,1bbde1f212c9ee7e50a6f516f7aff60e21b36040,2023-11-01T04:03:22.859Z,d840b6bd-b325-4c2b-9316-76aa7718710f
1637,53,215839.32,170580.92,45258.4,,,,,2023-11-01T00:00:00.000Z,127894,05b7fa13262d4cf84757c36ce701cbc17268a9f1,2023-11-01T05:42:35.534Z,efdce18f-9eef-4398-acf5-e7fdd0631190
1240,,,,,25888496.72,16028598.82,9859897.9,2023-11-01T00:00:00.000Z,,3479614,5b5aab7b57beadb95aaf47d396ddf3d7d5d91b37,2023-11-01T06:04:23.187Z,293509fd-cbfa-4d5c-b7b7-d4734b511167
1640,214,627043.17,527647.9,99395.27,8107171.18,3669293.29,4061872.18,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,400486,89fb83d28d3c7ab350139461fd4739984f425e28,2023-11-01T05:42:35.534Z,81444410-4ee7-4ab3-89c3-386469bc8aed
1642,8234,18613563.29,16757185.29,1856378,18874930.28,7480717.08,11332714.43,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1881915,66390dccd6514a464b8f240461c8bafb3fc87d03,2023-11-01T05:42:35.534Z,1894b763-01c1-4c42-8a0b-931a382947d4
1643,4418,8999191.49,8194081.13,805110.36,14406821.44,3129951.94,11388030.49,2023-11-01T00:00:00.000Z,2023-11-01T00:00:00.000Z,1662883,b18d6e79fb34c4f43b8cc482e813a440af185452,2023-11-01T05:42:35.534Z,8e61efdc-00d0-42fa-9d83-72bbe82ee2fd
1645,,,,,7378304.78,1365272.14,5411784.82,2023-11-01T00:00:00.000Z,,373069,a9ce47dc296e03ee13cc3b4218bde06a88456514,2023-11-01T04:03:22.859Z,8f2bb023-0cd8-4831-8dd3-0b0beec48fc8
1646,,,,,35359079.9,5348080.36,27584939.92,2023-11-01T00:00:00.000Z,,1394670,27d84ea02a5f19d95b7d6369584a4d0d989393ac,2023-11-01T04:03:22.859Z,d1fd63c4-93f7-449f-b208-3d4fa65d975c
1647,,,,,3177445.62,124778.3,3045175.82,2023-11-01T00:00:00.000Z,,160630,6bc7e2e257068b297b6dd0b0c261606f86fa206e,2023-11-01T04:03:22.859Z,c8403a78-9afa-44ab-ad27-2e3b11b1bffe
